,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.03771,0.96761,2.54786,5.94792,4.42569
1966-01-01,5.17828,1.73026,3.91858,6.09898,6.56955
1971-01-01,4.94644,1.8251,4.21793,5.16546,6.26205
1976-01-01,4.98077,1.62518,5.23504,4.84016,6.71961
1981-01-01,5.50881,1.84967,5.97774,4.59897,6.91757
1986-01-01,5.05468,1.93699,5.08917,4.47681,6.44829
1991-01-01,5.08976,2.13965,3.93151,4.44952,5.43092
1996-01-01,4.90954,2.18794,2.58014,3.68036,3.53891
2001-01-01,4.20413,2.23349,2.80491,3.6945,4.52878
2006-01-01,5.49035,2.45255,2.02461,3.66817,2.65498
2011-01-01,5.30491,2.57799,3.62772,3.08465,3.98544
2016-01-01,4.85919,2.81801,4.2176,3.00716,5.18358
2021-01-01,5.72283,3.26084,4.84241,3.29194,5.67236
