,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,7.40458,0.43183,3.79055,8.69654,5.51434
1966-01-01,7.67428,0.65739,5.75089,9.23351,7.96751
1971-01-01,7.97919,0.64713,6.55987,8.74929,7.9771
1976-01-01,7.84459,0.5479,7.99425,9.10958,9.80714
1981-01-01,8.30713,0.59171,9.02444,9.49343,10.80244
1986-01-01,8.02568,0.62117,8.26104,8.97337,9.82989
1991-01-01,7.75137,0.67766,6.16805,9.13673,8.23107
1996-01-01,7.57858,0.68348,4.08784,9.29032,6.48307
2001-01-01,6.94698,0.69701,4.60898,10.14776,8.50677
2006-01-01,9.44875,0.69625,3.63736,10.89817,5.78303
2011-01-01,9.60514,0.68663,6.74784,11.36148,9.19081
2016-01-01,9.57354,0.72642,8.38904,11.76991,11.31184
2021-01-01,10.78425,0.80051,9.12915,12.7743,11.91969
