,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.41653,1.51747,2.48997,4.89913,4.49004
1966-01-01,4.30854,2.22276,3.73337,4.5004,6.14799
1971-01-01,4.59279,2.0469,4.5239,4.34012,6.31813
1976-01-01,4.60101,1.66533,4.94171,3.85074,5.85676
1981-01-01,4.96458,1.80298,5.48745,3.76284,6.08868
1986-01-01,4.48878,1.91737,4.70404,3.21188,5.34452
1991-01-01,4.31964,2.07685,3.45546,3.29444,4.50711
1996-01-01,3.99056,2.07406,2.16385,3.04024,3.28758
2001-01-01,3.71984,2.10267,2.51704,2.70392,3.60379
2006-01-01,4.68772,2.04107,1.85347,2.47045,1.67727
2011-01-01,5.0113,2.08223,3.39162,2.18001,2.64257
2016-01-01,5.16265,2.20221,4.33485,1.88178,3.25618
2021-01-01,4.86974,2.4986,3.88936,1.76525,3.28347
