,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,2.024,0.0,0.0,2.024
1966-01-01,0.0,2.79466,0.0,0.0,2.79466
1971-01-01,0.0,2.53001,0.0,0.0,2.53001
1976-01-01,0.0,2.00173,0.0,0.0,2.00173
1981-01-01,0.0,2.11895,0.0,0.0,2.11895
1986-01-01,0.0,2.18818,0.0,0.0,2.18818
1991-01-01,0.0,2.28472,0.0,0.0,2.28472
1996-01-01,0.0,2.23856,0.0,0.0,2.23856
2001-01-01,0.0,2.26991,0.0,0.0,2.26991
2006-01-01,0.0,2.20337,0.0,0.0,2.20337
2011-01-01,0.0,2.0954,0.0,0.0,2.0954
2016-01-01,0.0,2.1653,0.0,0.0,2.1653
2021-01-01,0.00871,2.18228,0.03042,0.01617,2.22017
