,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,0.02006,0.0,0.0,0.02006
1966-01-01,0.0,0.02378,0.0,0.0,0.02378
1971-01-01,0.0,0.02245,0.0,0.0,0.02245
1976-01-01,0.0,0.0172,0.0,0.0,0.0172
1981-01-01,0.0,0.01962,0.0,0.0,0.01962
1986-01-01,0.0,0.0217,0.0,0.0,0.0217
1991-01-01,0.0,0.02313,0.0,0.0,0.02313
1996-01-01,0.0,0.02572,0.0,0.0,0.02572
2001-01-01,0.0,0.02296,0.0,0.0,0.02296
2006-01-01,0.0,0.02201,0.0,0.0,0.02201
2011-01-01,0.0,0.01955,0.0,0.0,0.01955
2016-01-01,0.0,0.01975,0.0,0.0,0.01975
2021-01-01,0.0,0.02295,0.0,0.0,0.02295
