,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,7.65525,0.39804,3.88968,3.47445,0.10692
1966-01-01,9.18142,0.54607,6.01628,3.29522,0.67615
1971-01-01,9.4428,0.48426,7.36574,3.20812,1.61533
1976-01-01,9.32277,0.37715,8.96431,2.89911,2.91781
1981-01-01,10.36664,0.38927,11.04006,2.46027,3.52296
1986-01-01,11.09689,0.37821,10.69968,2.14752,2.12853
1991-01-01,11.86747,0.36644,8.4977,2.3817,-0.62163
1996-01-01,11.85767,0.34302,5.56523,2.80106,-3.14836
2001-01-01,9.42935,0.32304,6.26675,3.0403,0.20073
2006-01-01,14.4644,0.30584,4.84454,3.07351,-6.24051
2011-01-01,15.27247,0.26873,9.13031,1.84362,-4.02982
2016-01-01,17.22411,0.26346,13.03106,2.28465,-1.64494
2021-01-01,20.00198,0.26164,14.19934,2.79766,-2.74334
