,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.85746,0.59907,4.13494,6.93568,4.81223
1966-01-01,7.89969,0.94893,6.47055,7.31017,6.82996
1971-01-01,8.03621,0.91449,7.71017,6.98384,7.5723
1976-01-01,7.32317,0.25378,7.74844,6.08208,6.76113
1981-01-01,7.86483,0.29559,8.57997,6.06956,7.08028
1986-01-01,7.25479,0.33017,7.6531,5.73353,6.46201
1991-01-01,7.12044,0.38777,5.65941,5.58885,4.51558
1996-01-01,6.74101,0.40728,3.68062,5.46681,2.8137
2001-01-01,6.14195,0.41422,4.20365,4.93932,3.41524
2006-01-01,8.29806,0.43514,3.22099,4.71408,0.07215
2011-01-01,7.8497,0.42835,5.53642,3.83738,1.95245
2016-01-01,8.20882,0.45479,7.20231,3.44317,2.89145
2021-01-01,7.87156,0.4533,6.44189,2.86128,1.88491
