,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,3.4908,0.15893,1.83532,3.44129,1.94474
1966-01-01,3.65062,0.21419,2.79081,3.43651,2.79088
1971-01-01,3.68599,0.20784,3.30913,3.23308,3.06406
1976-01-01,3.77654,0.17865,4.04425,3.00742,3.45378
1981-01-01,4.04621,0.19566,4.49923,2.922,3.57068
1986-01-01,3.62675,0.20305,3.90251,2.58123,3.06004
1991-01-01,3.2859,0.2365,2.71829,2.29077,1.95966
1996-01-01,3.35032,0.25391,1.90581,2.33651,1.14591
2001-01-01,3.11527,0.27005,2.20861,2.16109,1.52448
2006-01-01,4.02609,0.28702,1.69965,2.00786,-0.03156
2011-01-01,4.10027,0.27407,3.12955,1.63578,0.93913
2016-01-01,4.24186,0.29471,3.9937,1.5718,1.61836
2021-01-01,4.34342,0.37082,3.86493,1.41328,1.30561
