,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.13183,1.22661,0.06798,0.15904,1.32181
1966-01-01,0.13131,1.86866,0.10015,0.1478,1.9853
1971-01-01,0.18168,33.88894,0.14492,0.1618,34.01398
1976-01-01,0.17711,25.79498,0.15388,0.13399,25.90574
1981-01-01,0.26134,26.79286,0.27245,0.14295,26.94692
1986-01-01,0.15979,26.9807,0.10254,0.09255,27.01599
1991-01-01,0.14689,27.02605,0.06895,0.08678,27.0349
1996-01-01,0.1414,26.87722,0.04395,0.08194,26.86171
2001-01-01,0.08029,27.84536,0.04709,0.05115,27.86331
2006-01-01,0.14389,25.7196,0.03381,0.0637,25.67322
2011-01-01,0.08331,26.34741,0.05679,0.03624,26.35713
2016-01-01,0.10612,27.62801,0.10306,0.03841,27.66336
2021-01-01,0.35488,28.71082,0.30016,0.09748,28.75358
