,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.06879,0.12978,0.01209,0.14147,0.21455
1966-01-01,0.07449,0.18966,0.01766,0.13534,0.26817
1971-01-01,0.20693,0.09319,0.03287,0.25048,0.16961
1976-01-01,0.25219,0.08913,0.04803,0.25955,0.14452
1981-01-01,0.20557,0.11356,0.06131,0.30369,0.27299
1986-01-01,0.16885,0.11697,0.06525,0.31083,0.3242
1991-01-01,0.17954,0.1424,0.05214,0.37414,0.38914
1996-01-01,0.20926,0.16164,0.05075,0.37836,0.38149
2001-01-01,0.24793,0.16528,0.06105,0.41047,0.38888
2006-01-01,0.12892,0.16695,0.01352,0.26579,0.31735
2011-01-01,0.17066,0.15865,0.02798,0.2748,0.29078
2016-01-01,0.10722,0.16852,0.01235,0.26578,0.33944
2021-01-01,0.06148,0.1811,0.01311,0.18496,0.31769
