,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.8187,0.22195,3.75537,6.36799,4.52661
1966-01-01,6.42711,0.30375,5.8877,6.34607,6.11041
1971-01-01,6.83161,0.28581,7.6443,6.40714,7.50565
1976-01-01,7.57265,0.21472,8.78242,5.94086,7.36536
1981-01-01,7.90883,0.22219,9.26868,5.73707,7.31912
1986-01-01,7.01103,0.22576,7.80932,5.10836,6.13241
1991-01-01,6.8755,0.24813,5.86,5.13694,4.36956
1996-01-01,6.24241,0.24355,3.56148,4.71517,2.27778
2001-01-01,6.20591,0.24422,4.39243,4.77865,3.20939
2006-01-01,7.93415,0.23987,3.32142,4.41957,0.04671
2011-01-01,8.56153,0.2238,6.2113,3.67854,1.55211
2016-01-01,8.41907,0.23327,7.77369,3.52522,3.11311
2021-01-01,7.47873,0.46992,6.54621,2.74086,2.27826
