,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.13308,0.00328,0.02611,0.06562,-0.03807
1966-01-01,0.21491,0.00476,0.07977,0.07361,-0.05676
1971-01-01,0.23903,0.00426,0.07127,0.07648,-0.08702
1976-01-01,0.31021,0.00348,0.14391,0.10412,-0.05871
1981-01-01,0.34133,0.00429,0.20904,0.1036,-0.02439
1986-01-01,0.38164,0.00475,0.21389,0.11027,-0.05273
1991-01-01,0.40797,0.00451,0.18991,0.14724,-0.06631
1996-01-01,0.43545,0.00482,0.21089,0.18075,-0.039
2001-01-01,0.38063,0.00463,0.19986,0.19406,0.01791
2006-01-01,0.45411,0.00474,0.18412,0.20451,-0.06073
2011-01-01,0.47447,0.00454,0.24159,0.13647,-0.09188
2016-01-01,0.48991,0.00399,0.26517,0.13326,-0.08749
2021-01-01,0.39952,0.00489,0.31447,0.1627,0.08254
