,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.67855,0.15967,3.63895,6.13285,3.25292
1966-01-01,7.65935,0.2269,5.50192,6.07142,4.1409
1971-01-01,8.19298,0.21486,6.77582,6.2843,5.08199
1976-01-01,8.2422,0.17127,8.36568,6.2322,6.52695
1981-01-01,9.12331,0.18285,9.76827,6.40331,7.23111
1986-01-01,9.31243,0.18441,9.34573,5.55547,5.77318
1991-01-01,9.68547,0.19461,7.14286,5.46697,3.11897
1996-01-01,9.54771,0.19043,4.76303,5.28142,0.68716
2001-01-01,8.02495,0.18682,5.43889,6.09106,3.69181
2006-01-01,12.13287,0.17961,4.21395,6.99786,-0.74144
2011-01-01,12.88868,0.17397,8.04197,5.99973,1.32698
2016-01-01,13.62928,0.1798,10.78314,6.6011,3.93475
2021-01-01,14.85284,0.20645,10.92479,8.51887,4.79728
