,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.56586,0.03956,3.56686,8.37961,5.42017
1966-01-01,7.21928,0.05391,5.54966,8.58994,6.97423
1971-01-01,8.12193,0.04808,6.69321,8.02793,6.64729
1976-01-01,8.44681,0.03706,8.36679,7.60627,7.56331
1981-01-01,9.06104,0.03886,9.74449,7.89469,8.61699
1986-01-01,8.7303,0.03889,8.54764,7.5367,7.39292
1991-01-01,9.32072,0.04001,6.75335,7.29799,4.77063
1996-01-01,9.20158,0.03919,4.59025,7.30483,2.73271
2001-01-01,7.85923,0.03567,5.03073,8.69008,5.89724
2006-01-01,11.44013,0.0355,3.93699,9.72178,2.25413
2011-01-01,12.06909,0.03279,7.40857,9.03146,4.40374
2016-01-01,13.01721,0.03374,10.31946,10.97506,8.31105
2021-01-01,13.18603,0.05707,9.78865,11.66706,8.32674
