,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.01466,0.12058,0.00258,0.03014,0.13864
1966-01-01,0.01587,0.17622,0.00376,0.02883,0.19294
1971-01-01,0.01764,0.08382,0.00239,0.03178,0.10035
1976-01-01,0.01842,0.07494,0.00343,0.03521,0.09515
1981-01-01,0.0192,0.0858,0.00531,0.04411,0.11603
1986-01-01,0.02643,0.08926,0.0113,0.04652,0.12065
1991-01-01,0.02788,0.09886,0.00735,0.05083,0.12917
1996-01-01,0.01944,0.10905,0.00443,0.05076,0.1448
2001-01-01,0.01614,0.09612,0.00372,0.0515,0.1352
2006-01-01,0.01112,0.10173,0.00105,0.04919,0.14084
2011-01-01,0.01442,0.0885,0.00196,0.0443,0.12034
2016-01-01,0.01513,0.09225,0.00153,0.04492,0.12356
2021-01-01,0.00709,0.12387,0.00146,0.02755,0.14579
