,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.84975,0.67395,3.58914,9.25162,6.66495
1966-01-01,7.38639,0.93693,5.47918,9.65661,8.68633
1971-01-01,8.34464,0.84735,6.60449,9.67589,8.78309
1976-01-01,8.77449,0.6713,8.37817,9.58783,9.86282
1981-01-01,9.55597,0.70015,9.81528,10.20018,11.15964
1986-01-01,9.70911,0.7014,9.3429,9.75634,10.09154
1991-01-01,10.12481,0.73776,7.11113,9.29196,7.01603
1996-01-01,9.98243,0.72554,4.77381,9.61207,5.12899
2001-01-01,8.85767,0.66937,5.49464,12.55509,9.86143
2006-01-01,12.30182,0.66159,4.1037,13.75282,6.21628
2011-01-01,12.74168,0.61179,7.67957,13.26705,8.81673
2016-01-01,14.23836,0.63968,10.94867,15.78039,13.13038
2021-01-01,14.95887,0.66387,10.84897,17.56384,14.11781
