,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,0.03097,0.0,0.0,0.03097
1966-01-01,0.0,0.04371,0.0,0.0,0.04371
1971-01-01,0.0,0.03203,0.0,0.0,0.03203
1976-01-01,0.0,0.02542,0.0,0.0,0.02542
1981-01-01,0.0,0.02551,0.0,0.0,0.02551
1986-01-01,0.0,0.02436,0.0,0.0,0.02436
1991-01-01,0.0,0.02325,0.0,0.0,0.02325
1996-01-01,0.0,0.02111,0.0,0.0,0.02111
2001-01-01,0.0,0.01822,0.0,0.0,0.01822
2006-01-01,0.0,0.0167,0.0,0.0,0.0167
2011-01-01,0.0,0.01586,0.0,0.0,0.01586
2016-01-01,0.0,0.0163,0.0,0.0,0.0163
2021-01-01,0.0,0.01489,0.0,0.0,0.01489
