,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,3.72004,0.52914,2.57279,6.76337,6.14525
1966-01-01,4.38741,0.69747,3.73909,7.74124,7.79038
1971-01-01,3.74446,0.61182,3.79,6.15736,6.81471
1976-01-01,4.29024,0.48478,2.87648,6.2209,5.29192
1981-01-01,4.04319,0.51423,3.77064,8.04901,8.29068
1986-01-01,3.23496,0.53552,3.42347,8.06639,8.79042
1991-01-01,2.90968,0.54709,3.64751,9.27945,10.56437
1996-01-01,4.12104,0.5433,3.97102,10.11443,10.5077
2001-01-01,3.31436,0.52908,4.33486,10.62998,12.17957
2006-01-01,3.29426,0.49341,3.53542,11.36188,12.09644
2011-01-01,3.85826,0.45797,3.62794,10.64816,10.87581
2016-01-01,4.192,0.45811,10.11382,10.09611,16.47603
2021-01-01,3.46955,0.38438,10.21061,9.62201,16.74745
