id,name,lat,lon,obs_q
02AB006,KAMINISTIQUIA RIVER AT KAMINISTIQUIA,48.53231049,-89.59500122,02AB006
02AB017,WHITEFISH RIVER AT NOLALU,48.29211044,-89.80986023,02AB017
02AB021,CURRENT RIVER AT STEPSTONE,48.56243896,-89.24066925,02AB021
02AC001,WOLF RIVER AT HIGHWAY NO. 17,48.82168961,-88.53460693,02AC001
02AC002,BLACK STURGEON RIVER AT HIGHWAY NO. 17,48.90422058,-88.37686157,02AC002
02AD010,BLACKWATER RIVER AT BEARDMORE,49.59761047,-87.96543884,02AD010
02AD012,NIPIGON RIVER AT ALEXANDER GS,49.12269974,-88.35787201,02AD012
02AE001,GRAVEL RIVER NEAR CAVERS,48.92599869,-87.69019318,02AE001
02BA003,LITTLE PIC RIVER NEAR COLDWELL,48.84910965,-86.60722351,02BA003
02BA006,STEEL RIVER BELOW SANTOY LAKE,48.81370926,-86.85933685,02BA006
02BB003,PIC RIVER NEAR MARATHON,48.77407837,-86.29660797,02BB003
02BB004,CEDAR CREEK NEAR HEMLO,48.70542145,-85.90794373,02BB004
02BC004,WHITE RIVER BELOW WHITE LAKE,48.65480041,-85.74153137,02BC004
02BC006,Pukaskwa River BELOW FOX RIVER,48.16038895,-85.73091888,02BC006
02BD002,MICHIPICOTEN RIVER AT HIGH FALLS,47.91083145,-84.74333191,02BD002
02BD007,MAGPIE RIVER NEAR WAWA,48.02202988,-84.81317139,02BD007
02BE002,MONTREAL RIVER NEAR MONTREAL RIVER HARBOUR,47.21389008,-84.61943817,02BE002
02BF001,BATCHAWANA RIVER NEAR BATCHAWANA,47.00352859,-84.51555634,02BF001
02BF002,GOULAIS RIVER NEAR SEARCHMONT,46.86093903,-83.97180939,02BF002
02BF014,GOULAIS RIVER NEAR KIRBYS CORNER,46.71738815,-84.28478241,02BF014
02CA007,THESSALON RIVER NEAR POPLAR DALE,46.5304718,-83.70960999,02CA007
02CB003,AUBINADONG RIVER ABOVE SESABIC CREEK,46.96841812,-83.41686249,02CB003
02CC005,LITTLE WHITE RIVER NEAR BELLINGHAM,46.39395142,-83.28298187,02CC005
02CD001,SERPENT RIVER AT HIGHWAY NO. 17,46.2107811,-82.51242065,02CD001
02CE002,AUX SABLES RIVER AT MASSEY,46.21493912,-82.07080841,02CE002
02CF007,WHITSON RIVER AT CHELMSFORD,46.58335876,-81.19911194,02CF007
02CF010,ONAPING RIVER NEAR LEVACK,46.59949875,-81.38197327,02CF010
02CF011,VERMILION RIVER NEAR VAL CARON,46.68544006,-81.00924683,02CF011
02DB005,WANAPITEI RIVER NEAR WANUP,46.34566879,-80.83956146,02DB005
02DC012,STURGEON RIVER AT UPPER GOOSE FALLS,46.97024918,-80.45877838,02DC012
02DD010,FRENCH RIVER AT DRY PINE BAY,46.06858063,-80.61164093,02DD010
02EA005,NORTH MAGNETAWAN RIVER NEAR BURKS FALLS,45.66947174,-79.37918854,02EA005
02EA011,MAGNETAWAN RIVER NEAR BRITT,45.77305984,-80.48233032,02EA011
02EA018,MAGNETAWAN RIVER NEAR EMSDALE,45.55670166,-79.28797913,02EA018
02EB011,MOON RIVER AT HIGHWAY NO. 400,45.06505966,-79.79013824,02EB011
02EB014,OXTONGUE RIVER NEAR DWIGHT,45.31196976,-78.98938751,02EB014
02EC002,BLACK RIVER NEAR WASHAGO,44.71366882,-79.28160858,02EC002
02EC003,SEVERN RIVER AT SWIFT RAPIDS,44.85694122,-79.54167175,02EC003
02EC011,BEAVER RIVER NEAR BEAVERTON,44.39707947,-79.0708313,02EC011
02EC018,PEFFERLAW BROOK NEAR UDORA,44.26752853,-79.1946106,02EC018
02EC019,BLACK RIVER NEAR VANKOUGHNET,44.99256134,-79.04956055,02EC019
02ED003,NOTTAWASAGA RIVER NEAR BAXTER,44.24980927,-79.82141876,02ED003
02ED015,MAD RIVER AT AVENING,44.3073616,-80.07202911,02ED015
02ED024,North River at the Falls,44.76766968,-79.57827759,02ED024
02ED027,Nottawasaga River near Edenvale,44.48500061,-79.96600342,02ED027
02ED029,INNISFIL CREEK NEAR ALLISTON,44.13122177,-79.78096771,02ED029
02ED032,WILLOW CREEK NEAR MINESING,44.44250107,-79.79949951,02ED032
02ED101,NOTTAWASAGA RIVER NEAR ALLISTON,44.11058044,-79.89028168,02ED101
02ED102,Boyne River at Earl Rowe Park,44.15250015,-79.89663696,02ED102
02FA001,SAUBLE RIVER AT SAUBLE FALLS,44.67752838,-81.25605774,02FA001
02FA004,Sauble River at Allenford,44.53553009,-81.1776886,02FA004
02FB009,BEAVER RIVER NEAR CLARKSBURG,44.51985931,-80.46778107,02FB009
02FB010,BIGHEAD RIVER NEAR MEAFORD,44.57017136,-80.64849854,02FB010
02FC001,SAUGEEN RIVER NEAR PORT ELGIN,44.45647049,-81.3264389,02FC001
02FC016,SAUGEEN RIVER ABOVE DURHAM,44.18542099,-80.78746796,02FC016
02FE008,Middle Maitland River near Belgrave,43.8128891,-81.3068924,02FE008
02FE009,SOUTH MAITLAND RIVER AT SUMMERHILL,43.6843605,-81.54116821,02FE009
02FE010,BOYLE DRAIN NEAR ATWOOD,43.6763382,-81.07485199,02FE010
02FE013,MIDDLE MAITLAND RIVER ABOVE ETHEL,43.71839142,-81.12464142,02FE013
02FE015,Maitland River at Benmiller,43.71755981,-81.62619019,02FE015
02FF002,AUSABLE RIVER NEAR SPRINGBANK,43.07191849,-81.65975189,02FF002
02GA010,NITH RIVER NEAR CANNING,43.18972015,-80.45503235,02GA010
02GA018,NITH RIVER AT NEW HAMBURG,43.37722015,-80.7108078,02GA018
02GA038,NITH RIVER ABOVE NITHBURG,43.48389053,-80.83499908,02GA038
02GA047,SPEED RIVER AT CAMBRIDGE,43.42185974,-80.33274841,02GA047
02GB001,GRAND RIVER AT BRANTFORD,43.13272095,-80.2673111,02GB001
02GB007,FAIRCHILD CREEK NEAR BRANTFORD,43.14738846,-80.15460968,02GB007
02GC002,KETTLE CREEK AT ST. THOMAS,42.77769089,-81.21399689,02GC002
02GC007,BIG CREEK NEAR WALSINGHAM,42.68561172,-80.53846741,02GC007
02GC010,BIG OTTER CREEK AT TILLSONBURG,42.85731125,-80.72357941,02GC010
02GC026,Big Otter Creek near Calton,42.71067047,-80.84081268,02GC026
02GD004,MIDDLE THAMES RIVER AT THAMESFORD,43.05910873,-80.99485779,02GD004
02GE003,THAMES RIVER AT THAMESVILLE,42.54486084,-81.9672699,02GE003
02GE007,MCGREGOR CREEK NEAR CHATHAM,42.38349915,-82.09506226,02GE007
02GG002,Sydenham River near Alvinston,42.83081055,-81.85172272,02GG002
02GG003,Sydenham River at Florence,42.65061188,-82.00839233,02GG003
02GG006,BEAR CREEK NEAR PETROLIA,42.90583038,-82.11911011,02GG006
02GG009,BEAR CREEK BELOW BRIGDEN,42.81203079,-82.29842377,02GG009
02GG013,BLACK CREEK NEAR BRADSHAW,42.76243973,-82.25921631,02GG013
02HA006,TWENTY MILE CREEK AT BALLS FALLS,43.13346863,-79.38324738,02HA006
02HA007,WELLAND RIVER BELOW CAISTOR CORNERS,43.02177811,-79.6180191,02HA007
02HB011,BRONTE CREEK NEAR ZIMMERMAN,43.43688965,-79.86432648,02HB011
02HB029,CREDIT RIVER AT STREETSVILLE,43.58227921,-79.70874786,02HB029
02HC003,HUMBER RIVER AT WESTON,43.69894028,-79.52039337,02HC003
02HC024,DON RIVER AT TODMORDEN,43.68585968,-79.3615036,02HC024
02HC025,HUMBER RIVER AT ELDER MILLS,43.81130981,-79.62757874,02HC025
02HC030,ETOBICOKE CREEK BELOW QUEEN ELIZABETH HIGHWAY,43.60174942,-79.55632782,02HC030
02HC049,Duffins Creek at Ajax,43.8488884,-79.05610657,02HC049
02HD012,Ganaraska River above Dale,43.99094009,-78.32819366,02HD012
02HF002,GULL RIVER AT NORLAND,44.7318306,-78.81806183,02HF002
02HF003,BURNT RIVER NEAR BURNT RIVER,44.70986176,-78.67752838,02HF003
02HJ003,OUSE RIVER NEAR WESTWOOD,44.29806137,-78.04493713,02HJ003
02HK003,CROWE RIVER AT MARMORA,44.4815712,-77.68479919,02HK003
02HL001,MOIRA RIVER NEAR FOXBORO,44.25373077,-77.41883087,02HL001
02HL003,BLACK RIVER NEAR ACTINOLITE,44.53960037,-77.36965179,02HL003
02HL004,SKOOTAMATTA RIVER NEAR ACTINOLITE,44.54956818,-77.32813263,02HL004
02HL005,MOIRA RIVER NEAR DELORO,44.49972916,-77.61836243,02HL005
02HL008,CLARE RIVER NEAR BOGART,44.49681091,-77.22749329,02HL008
02HM003,SALMON RIVER NEAR SHANNONVILLE,44.20740891,-77.2093811,02HM003
02HM007,Napanee River at Camden East,44.33467865,-76.83889008,02HM007
02HM010,SALMON RIVER AT TAMWORTH,44.48622894,-76.99295807,02HM010
02JB013,KINOJEVIS (RIVIERE) A 0.3 KM EN AMONT DU PONT-ROUTE A CLERICY,48.36667,-78.8533,02JB013
02JC008,BLANCHE RIVER ABOVE ENGLEHART,47.88914,-79.8793,02JC008
02JE027,AMABLE DU FOND RIVER AT KIOSK,46.0914,-78.8851,02JE027
02KC018,INDIAN RIVER AT PEMBROKE,45.81828,-77.1251,02KC018
02KD002,YORK RIVER NEAR BANCROFT,45.05214,-77.846,02KD002
02KF005,OTTAWA RIVER AT BRITANNIA,45.35125,-75.8267,02KF005
02KF011,CARP RIVER NEAR KINBURN,45.41758,-76.1987,02KF011
02LA004,RIDEAU RIVER AT OTTAWA,45.38150024,-75.69696808,02LA004
02LA006,KEMPTVILLE CREEK NEAR KEMPTVILLE,44.99425,-75.6623,02LA006
02LA007,JOCK RIVER NEAR RICHMOND,45.24942,-75.7906,02LA007
02LB005,SOUTH NATION RIVER NEAR PLANTAGENET SPRINGS,45.51694,-74.9782,02LB005
02LB007,SOUTH NATION RIVER AT SPENCERVILLE,44.84225,-75.5444,02LB007
02LB008,BEAR BROOK NEAR BOURGET,45.426,-75.1532,02LB008
02LB032,RIGAUD RIVER NEAR ST. EUGENE,45.49142,-74.4418,02LB032
02LC008,NORD (RIVIERE DU) A 4.8 KM EN AMONT DU PONT DU C.N. A SAINT-JEROME,45.79306,-74.0128,02LC008
02LC029,ROUGE (RIVIERE) EN AMONT DE LA CHUTE MCNEIL,45.73639,-74.6897,02LC029
02LD005,PETITE NATION (RIVIERE DE LA) AU PONT A 1.6 KM EN AMONT DE RIPON,45.79167,-75.0914,02LD005
02LE024,LIEVRE (RIVIERE DU) A 2.2 KM EN AMONT DU PONT-ROUTE 311 A LAC-SAINT-PAUL,46.78417,-75.3139,02LE024
02LE025,KIAMIKA (RIVIERE) A CHUTE-SAINT-PHILIPPE,46.65111,-75.2422,02LE025
02LG005,GATINEAU (RIVIERE) AUX RAPIDES CEIZUR,47.08361,-75.7536,02LG005
04010500,PIGEON RIVER AT MIDDLE FALLS NR GRAND PORTAGE MN,48.01210765,-89.6161984,04010500
04015330,KNIFE RIVER NEAR TWO HARBORS MN,46.94688005,-91.7924013,04015330
04024000,ST. LOUIS RIVER AT SCANLON MN,46.7032765,-92.4188018,04024000
04024430,NEMADJI RIVER NEAR SOUTH SUPERIOR WI,46.6333333,-92.0938889,04024430
04027000,BAD RIVER NEAR ODANAH WI,46.4866144,-90.696297,04027000
04027500,WHITE RIVER NEAR ASHLAND WI,46.4972222,-90.9041667,04027500
04029990,Montreal River at Saxon Falls near Saxon WI,46.53689125,-90.3799017,04029990
04031000,BLACK R NR BESSEMER MI,46.5113361,-90.0746179,04031000
04040000,ONTONAGON R NR ROCKLAND MI,46.7207742,-89.207086,04040000
04040500,STURGEON RIVER NEAR SIDNAW MI,46.58410589,-88.57596973,04040500
04041500,STURGEON RIVER NEAR ALSTON MI,46.7258333,-88.6624167,04041500
04044724,Au Train River at Forest Lake MI,46.34077908,-86.8501514,04044724
04045500,TAHQUAMENON RIVER NR TAHQUAMENON PARADISE MI,46.5745833,-85.26963889,04045500
04056500,MANISTIQUE RIVER NR MANISTIQUE MI,46.03052857,-86.161249,04056500
