,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.59168,0.0373,3.23814,1.40021,2.08396
1966-01-01,2.88215,0.04742,4.26924,0.92573,2.36024
1971-01-01,2.60984,0.04006,4.14113,0.76303,2.33438
1976-01-01,2.62711,0.03143,4.70315,0.92143,3.0289
1981-01-01,2.84067,0.032,5.19658,0.78514,3.17305
1986-01-01,2.61339,0.03272,4.89644,0.82613,3.1419
1991-01-01,2.27568,0.03155,5.13016,0.91979,3.80582
1996-01-01,3.20785,0.03012,6.10961,0.74574,3.67762
2001-01-01,2.75542,0.0272,5.59994,0.62595,3.49767
2006-01-01,3.20046,0.02505,5.2698,0.60483,2.69921
2011-01-01,2.65356,0.02143,5.05752,0.4877,2.91309
2016-01-01,2.92549,0.02003,13.25015,0.37049,10.71518
2021-01-01,3.13578,0.02383,13.81961,0.30058,11.00824
