,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.7859,2.04216,3.0287,5.97351,5.25846
1966-01-01,6.00525,2.86618,4.56736,5.66456,7.09285
1971-01-01,5.73091,2.88978,4.93826,4.8387,6.93583
1976-01-01,5.36511,2.87654,5.56347,4.27422,7.34913
1981-01-01,5.30005,3.26529,5.90544,3.78098,7.65166
1986-01-01,5.08299,3.61546,5.35107,3.4418,7.32533
1991-01-01,4.5589,4.00808,3.73943,3.36114,6.54975
1996-01-01,4.41934,4.29898,2.49512,3.18739,5.56215
2001-01-01,3.83958,3.98524,2.67224,3.26671,6.08461
2006-01-01,4.81006,4.37566,1.97263,2.74469,4.28292
2011-01-01,4.63133,3.84909,3.48358,2.56617,5.26752
2016-01-01,4.5098,4.1765,4.18597,2.04452,5.8972
2021-01-01,5.18445,4.19645,4.49171,2.38979,5.89351
