,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.79649,1.34686,2.31126,3.01338,3.87501
1966-01-01,3.75466,1.71802,4.09551,3.05789,5.11675
1971-01-01,3.84648,1.54694,4.44195,2.61378,4.75619
1976-01-01,5.50672,1.03602,6.55845,3.32651,5.41426
1981-01-01,5.83859,1.06348,7.51042,3.35464,6.08995
1986-01-01,5.67944,1.10906,6.50346,3.26776,5.20084
1991-01-01,5.52646,1.14086,4.80036,3.27167,3.68644
1996-01-01,5.77506,1.1126,3.38623,3.29042,2.01418
2001-01-01,5.04222,1.0285,3.9297,3.36074,3.27673
2006-01-01,7.79093,1.01362,3.04143,3.94862,0.21275
2011-01-01,8.48456,0.90573,5.69736,4.18537,2.3039
2016-01-01,8.11274,0.91123,7.3254,4.28722,4.41112
2021-01-01,8.10577,1.15305,6.82736,3.85165,3.72628
