,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.08833,2.55244,0.05386,0.07923,2.5972
1966-01-01,0.09268,3.36931,0.09894,0.07648,3.45204
1971-01-01,0.08071,2.88291,0.1003,0.07247,2.97498
1976-01-01,0.08872,2.21813,0.15955,0.07572,2.36468
1981-01-01,0.0909,2.32048,0.11647,0.0668,2.41285
1986-01-01,0.08985,2.29521,0.09453,0.06594,2.36584
1991-01-01,0.07126,2.22359,0.06179,0.06274,2.27687
1996-01-01,0.06248,2.07232,0.03807,0.05728,2.10519
2001-01-01,0.05586,1.86554,0.04341,0.04956,1.90265
2006-01-01,0.06593,1.71258,0.03402,0.04887,1.72953
2011-01-01,0.06564,1.553,0.06205,0.04181,1.59121
2016-01-01,0.05848,1.55291,0.07089,0.04461,1.60994
2021-01-01,0.0,1.57022,0.0,0.0,1.57022
