,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.02016,0.0007,0.00558,0.01573,0.00185
1966-01-01,0.02975,0.00124,0.01298,0.02182,0.0063
1971-01-01,0.10946,0.00121,0.05739,0.08931,0.03844
1976-01-01,0.13356,0.00117,0.05357,0.10776,0.02894
1981-01-01,0.15677,0.00138,0.07637,0.13098,0.05196
1986-01-01,0.14918,0.00136,0.09193,0.12168,0.06581
1991-01-01,0.1575,0.00136,0.0707,0.13346,0.04801
1996-01-01,0.17747,0.00143,0.08048,0.14317,0.0476
2001-01-01,0.17461,0.0013,0.06161,0.15656,0.04485
2006-01-01,0.173,0.00118,0.0305,0.15578,0.01446
2011-01-01,0.14271,0.00102,0.04546,0.11401,0.01778
2016-01-01,0.14473,0.00101,0.03632,0.11948,0.01208
2021-01-01,0.19869,0.00094,0.07702,0.187,0.06626
