,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,7.96327,0.15254,4.03718,9.00373,5.23018
1966-01-01,8.21086,0.21798,6.1333,9.79663,7.93706
1971-01-01,8.54962,0.20816,7.03144,9.44126,8.13125
1976-01-01,8.45627,0.17653,8.69221,9.98781,10.40027
1981-01-01,9.22892,0.18971,10.03548,10.72233,11.71861
1986-01-01,8.80571,0.21375,9.08756,10.07593,10.57152
1991-01-01,8.86877,0.22672,7.0335,10.4576,8.84904
1996-01-01,8.69348,0.22886,4.65997,10.84417,7.03952
2001-01-01,7.98315,0.2194,5.26804,11.86922,9.3735
2006-01-01,11.32314,0.22607,4.26539,13.35644,6.52476
2011-01-01,11.9694,0.20446,8.18028,14.47022,10.88556
2016-01-01,11.79908,0.21864,10.10898,15.15987,13.68841
2021-01-01,14.10631,0.20573,11.70263,16.9802,14.78225
