,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.57002,0.24331,4.13865,11.17114,6.98308
1966-01-01,8.66516,0.32671,6.27105,11.92583,9.85842
1971-01-01,9.6211,0.29313,7.49901,11.74127,9.9123
1976-01-01,9.56898,0.22997,9.34778,11.55463,11.5634
1981-01-01,10.47953,0.23543,11.04363,11.98633,12.78587
1986-01-01,10.45298,0.2332,10.68328,11.51829,11.98178
1991-01-01,11.16576,0.23327,8.32791,12.22266,9.61807
1996-01-01,10.95985,0.2263,5.53307,12.73964,7.53917
2001-01-01,9.95251,0.20642,6.27856,15.85299,12.38546
2006-01-01,14.08923,0.20002,4.92109,17.24817,8.28005
2011-01-01,14.88861,0.17946,9.43068,15.14972,9.87125
2016-01-01,15.54631,0.18324,12.53933,17.89564,15.0719
2021-01-01,17.05867,0.20838,13.01873,20.691,16.85945
