,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.34981,0.03523,0.20298,0.32121,0.2096
1966-01-01,0.36056,0.04448,0.3264,0.29789,0.30821
1971-01-01,0.3586,0.03718,0.41161,0.2905,0.3807
1976-01-01,0.39426,0.02725,0.57917,0.2914,0.50355
1981-01-01,0.42155,0.02751,0.51854,0.2753,0.3998
1986-01-01,0.39551,0.0274,0.47493,0.25386,0.36068
1991-01-01,0.36806,0.02753,0.38625,0.26881,0.31453
1996-01-01,0.36538,0.02657,0.27808,0.27732,0.2166
2001-01-01,0.3313,0.02386,0.27394,0.26231,0.2288
2006-01-01,0.37841,0.0225,0.20706,0.25214,0.1033
2011-01-01,0.3654,0.02097,0.37158,0.21252,0.23966
2016-01-01,0.35867,0.02121,0.41358,0.17049,0.2466
2021-01-01,0.33312,0.02329,0.39304,0.16696,0.25017
