,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,7.08613,0.93859,3.61052,9.17749,6.64047
1966-01-01,7.48108,1.31629,5.47889,9.64806,8.96216
1971-01-01,8.36214,1.22407,6.60347,9.61522,9.08063
1976-01-01,8.5447,0.97291,8.269,9.51117,10.20838
1981-01-01,9.33107,1.02644,9.70601,9.98016,11.38154
1986-01-01,9.3946,1.03269,9.31134,9.46946,10.4189
1991-01-01,9.90855,1.086,7.15251,9.50761,7.83756
1996-01-01,9.73597,1.06602,4.77723,9.79242,5.8997
2001-01-01,8.67158,1.01959,5.44012,12.40659,10.19472
2006-01-01,12.23337,0.99022,4.16895,13.62206,6.54785
2011-01-01,12.83327,0.94164,7.90482,12.43602,8.44921
2016-01-01,13.83795,0.97678,10.86048,14.67664,12.67595
2021-01-01,14.86666,1.05877,10.9891,16.83994,14.02115
