,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,3.75321,0.04076,2.42231,4.10752,2.81738
1966-01-01,4.14566,0.05579,3.79772,4.09338,3.80123
1971-01-01,4.40657,0.05249,4.93077,4.13277,4.70947
1976-01-01,4.88455,0.03943,5.66489,3.83201,4.65178
1981-01-01,5.1014,0.04081,5.97854,3.70056,4.61851
1986-01-01,4.52229,0.04146,5.03722,3.29502,3.85141
1991-01-01,4.43487,0.04557,3.77985,3.31346,2.704
1996-01-01,4.02652,0.04473,2.29724,3.04141,1.35686
2001-01-01,4.00297,0.04485,2.83323,3.08235,1.95746
2006-01-01,5.11773,0.04405,2.1424,2.85074,-0.08054
2011-01-01,5.52241,0.0411,4.00645,2.37275,0.8979
2016-01-01,5.43052,0.04284,5.01423,2.27386,1.90041
2021-01-01,5.47973,0.0454,4.79647,2.00826,1.37039
