,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.65856,0.18012,4.25682,12.49002,8.2684
1966-01-01,8.90866,0.27174,6.45578,13.24073,11.05959
1971-01-01,9.72407,0.26477,7.54573,12.83799,10.92442
1976-01-01,9.85568,0.22069,9.53716,13.21383,13.11599
1981-01-01,10.63962,0.23638,11.0565,14.01946,14.67272
1986-01-01,10.65513,0.24234,10.62121,13.6143,13.82272
1991-01-01,10.73414,0.26238,7.99928,14.25955,11.78706
1996-01-01,10.50557,0.26276,5.29082,14.46694,9.51494
2001-01-01,9.41462,0.26803,5.94464,17.11105,13.90909
2006-01-01,12.99941,0.26439,4.60977,17.75474,9.6295
2011-01-01,13.5753,0.26324,8.78783,16.6215,12.09728
2016-01-01,13.8919,0.27668,11.44144,18.85494,16.68115
2021-01-01,14.8929,0.28829,11.73822,20.1301,17.26372
