,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.47575,0.13498,0.14364,0.46507,0.26794
1966-01-01,0.6022,0.192,0.21267,0.53013,0.3326
1971-01-01,0.55025,0.19488,0.22041,0.47676,0.34179
1976-01-01,0.58187,0.19844,0.16479,0.50534,0.2867
1981-01-01,0.56811,0.23821,0.23868,0.63175,0.54054
1986-01-01,0.49765,0.23958,0.30011,0.5754,0.61745
1991-01-01,0.532,0.28102,0.21187,0.66296,0.62386
1996-01-01,0.50963,0.31859,0.19098,0.62716,0.6271
2001-01-01,0.53692,0.32095,0.15482,0.74378,0.68264
2006-01-01,0.48867,0.32103,0.06748,0.71111,0.61095
2011-01-01,0.49954,0.3117,0.13337,0.63253,0.57807
2016-01-01,0.5379,0.33272,0.09871,0.64984,0.54337
2021-01-01,0.39885,0.37377,0.11381,0.65263,0.74135
