,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,1.46824,0.09428,0.28981,1.2341,0.14995
1966-01-01,3.04566,0.12549,1.28209,1.27025,-0.36784
1971-01-01,3.65491,0.10639,0.97765,1.36393,-1.20694
1976-01-01,3.72844,0.08076,2.02767,1.43,-0.19001
1981-01-01,3.76552,0.08456,2.88744,1.25914,0.46562
1986-01-01,4.22768,0.088,3.50627,1.16487,0.53146
1991-01-01,4.49216,0.08681,2.98705,1.30315,-0.11515
1996-01-01,5.14043,0.08252,4.06619,1.57849,0.58678
2001-01-01,4.3526,0.07586,3.83891,1.84932,1.4115
2006-01-01,5.54042,0.07063,3.48154,2.25145,0.2632
2011-01-01,5.57949,0.06795,3.97035,1.83682,0.29563
2016-01-01,7.22907,0.07237,6.50639,1.88307,1.23276
2021-01-01,5.27223,0.07608,7.34743,2.04968,4.20096
