,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.8059,0.95924,3.51961,8.48991,6.16285
1966-01-01,7.29746,1.35121,5.34594,8.86947,8.26916
1971-01-01,8.10906,1.26411,6.45623,8.86422,8.4755
1976-01-01,8.28903,1.00606,8.07022,8.7804,9.56765
1981-01-01,9.0465,1.06508,9.43401,9.19486,10.64746
1986-01-01,9.10109,1.07327,9.03193,8.62926,9.63337
1991-01-01,9.59643,1.13236,6.9245,8.66172,7.12215
1996-01-01,9.42563,1.11213,4.62755,8.82413,5.13819
2001-01-01,8.31474,1.07115,5.24668,11.09026,9.09336
2006-01-01,11.84351,1.03841,4.03653,12.25215,5.48358
2011-01-01,12.44544,0.99387,7.64489,11.1309,7.32422
2016-01-01,13.37373,1.03098,10.4674,13.04087,11.16552
2021-01-01,14.47614,1.11955,10.62569,15.15593,12.42502
