,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,7.11094,0.16592,3.70832,7.18343,3.94672
1966-01-01,7.36084,0.23491,5.61983,7.51666,6.01056
1971-01-01,7.50793,0.22427,6.36982,6.9515,6.03765
1976-01-01,7.15361,0.19245,7.48774,7.00338,7.52997
1981-01-01,7.3674,0.20756,8.2665,6.87332,7.97999
1986-01-01,7.00532,0.23208,7.4444,6.26584,6.93699
1991-01-01,6.58934,0.24706,5.48153,6.14633,5.28558
1996-01-01,6.43491,0.25057,3.64774,6.25492,3.71831
2001-01-01,6.02764,0.23918,4.13439,6.49617,4.84209
2006-01-01,7.95304,0.24746,3.24662,7.17072,2.71176
2011-01-01,7.71292,0.22313,5.77499,7.54323,5.82843
2016-01-01,7.75317,0.23839,7.11722,7.24211,6.84455
2021-01-01,8.66505,0.26374,7.64614,8.29673,7.54155
