,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.01155,0.00467,0.00228,0.00945,0.00484
1966-01-01,0.01888,0.00635,0.00683,0.01054,0.00484
1971-01-01,0.02043,0.00578,0.007,0.01114,0.00349
1976-01-01,0.02607,0.00496,0.0134,0.0139,0.00618
1981-01-01,0.02685,0.00677,0.01549,0.01251,0.00791
1986-01-01,0.03267,0.00502,0.02239,0.01463,0.00937
1991-01-01,0.03649,0.00592,0.0191,0.01754,0.00607
1996-01-01,0.0364,0.00436,0.01955,0.01796,0.00547
2001-01-01,0.0358,0.0042,0.02056,0.02172,0.01069
2006-01-01,0.04071,0.00411,0.01852,0.02259,0.00451
2011-01-01,0.03749,0.00365,0.02308,0.01598,0.00522
2016-01-01,0.0394,0.00385,0.02679,0.01609,0.00733
2021-01-01,0.03081,0.00507,0.02792,0.01728,0.01945
