,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.39608,0.21349,3.55134,7.5557,4.92445
1966-01-01,6.53996,0.29618,5.62603,7.03516,6.41741
1971-01-01,6.95858,0.28098,6.45935,6.9898,6.77156
1976-01-01,7.15521,0.22906,7.58071,6.34991,7.00448
1981-01-01,7.44104,0.24878,7.89095,6.22116,6.91986
1986-01-01,7.01999,0.29168,7.11526,5.44984,5.83679
1991-01-01,6.98479,0.31133,5.41603,5.67129,4.41386
1996-01-01,6.72056,0.31153,3.47713,5.34443,2.41253
2001-01-01,6.26572,0.30196,4.15989,5.29473,3.49087
2006-01-01,8.30789,0.29511,3.18329,5.22913,0.39964
2011-01-01,8.8616,0.28943,5.81388,4.62046,1.86219
2016-01-01,9.1928,0.30322,7.63699,4.53704,3.28445
2021-01-01,9.82733,0.2944,7.75466,4.38093,2.60266
