,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.02529,0.55309,2.59791,4.40528,3.53099
1966-01-01,4.44618,0.75693,4.07302,4.39012,4.77389
1971-01-01,4.726,0.71223,5.28822,4.43236,5.7068
1976-01-01,5.23864,0.53508,6.07554,4.1098,5.48178
1981-01-01,5.47121,0.55369,6.41194,3.96882,5.46324
1986-01-01,4.85012,0.56258,5.40237,3.53388,4.64871
1991-01-01,4.75637,0.61832,4.05386,3.55366,3.46946
1996-01-01,4.31841,0.60691,2.46378,3.26188,2.01416
2001-01-01,4.29315,0.60857,3.03862,3.3058,2.65983
2006-01-01,5.48873,0.59775,2.29771,3.05739,0.46412
2011-01-01,5.92274,0.55769,4.29689,2.54476,1.4766
2016-01-01,5.82419,0.58129,5.37772,2.43869,2.57352
2021-01-01,5.39396,0.73194,4.72139,1.97682,2.03619
