,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.00028,0.00029,0.00035,0.00015,0.00051
1966-01-01,0.00031,0.00037,0.00046,1e-04,0.00062
1971-01-01,0.00028,0.00031,0.00045,8e-05,0.00056
1976-01-01,0.00028,0.00025,0.00051,1e-04,0.00057
1981-01-01,0.00031,0.00025,0.00056,8e-05,0.00059
1986-01-01,0.00028,0.00026,0.00053,9e-05,0.00059
1991-01-01,0.00025,0.00025,0.00055,1e-04,0.00065
1996-01-01,0.00035,0.00024,0.00066,8e-05,0.00063
2001-01-01,0.0003,0.00021,0.0006,7e-05,0.00059
2006-01-01,0.00034,0.0002,0.00057,7e-05,0.00048
2011-01-01,0.00029,0.00017,0.00054,5e-05,0.00048
2016-01-01,0.00032,0.00016,0.00143,4e-05,0.00131
2021-01-01,0.0003,0.0,0.00131,3e-05,0.00105
