,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.01966,0.00068,0.00544,0.01534,0.00179
1966-01-01,0.029,0.0012,0.01266,0.02128,0.00613
1971-01-01,0.10671,0.00117,0.05595,0.08706,0.03747
1976-01-01,0.1302,0.00114,0.05223,0.10505,0.02821
1981-01-01,0.15284,0.00133,0.07445,0.12769,0.05064
1986-01-01,0.14543,0.00132,0.08963,0.11863,0.06414
1991-01-01,0.15355,0.00132,0.06892,0.1301,0.0468
1996-01-01,0.17302,0.00138,0.07846,0.13958,0.0464
2001-01-01,0.17023,0.00125,0.06007,0.15263,0.04372
2006-01-01,0.16865,0.00114,0.02973,0.15187,0.01409
2011-01-01,0.13912,0.00098,0.04432,0.11115,0.01732
2016-01-01,0.14109,0.00098,0.03541,0.11648,0.01177
2021-01-01,0.19618,0.00091,0.07605,0.18464,0.06541
