,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.53179,0.02626,0.15044,0.52061,0.16553
1966-01-01,0.67662,0.03735,0.22588,0.59235,0.17897
1971-01-01,0.62974,0.04047,0.14916,0.49109,0.05098
1976-01-01,0.64633,0.04135,0.14692,0.51072,0.05266
1981-01-01,0.64498,0.04909,0.20727,0.75093,0.3623
1986-01-01,0.57012,0.04891,0.27557,0.68686,0.44122
1991-01-01,0.58926,0.05394,0.19984,0.81272,0.47724
1996-01-01,0.57392,0.05946,0.15887,0.77412,0.41853
2001-01-01,0.62782,0.05639,0.16989,0.92564,0.5241
2006-01-01,0.61199,0.05654,0.07209,1.00771,0.52435
2011-01-01,0.6849,0.05147,0.13393,0.93047,0.43097
2016-01-01,0.7654,0.05345,0.11858,0.98725,0.39389
2021-01-01,0.60714,0.04465,0.13811,1.14735,0.72297
