,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.00699,0.0,0.01075,0.00706,0.01082
1966-01-01,0.00654,0.0,0.01201,0.00614,0.01161
1971-01-01,0.00477,0.0,0.0102,0.00506,0.01049
1976-01-01,0.00375,0.0,0.00624,0.00456,0.00705
1981-01-01,0.00417,0.0,0.00838,0.0042,0.00841
1986-01-01,0.00487,0.0,0.00998,0.00468,0.00978
1991-01-01,0.00371,0.0,0.00848,0.00349,0.00826
1996-01-01,0.00404,0.0,0.00777,0.00313,0.00686
2001-01-01,0.00409,0.0,0.00885,0.00347,0.00823
2006-01-01,0.00392,0.0,0.00803,0.00427,0.00838
2011-01-01,0.00292,0.0,0.00645,0.00266,0.00619
2016-01-01,0.00176,0.0,0.00954,0.00229,0.01007
2021-01-01,0.00358,0.0,0.02193,0.00217,0.02052
