,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.06306,0.02603,0.01593,0.05812,0.03703
1966-01-01,0.09795,0.03545,0.03341,0.08338,0.05429
1971-01-01,0.12634,0.03666,0.05057,0.09842,0.05932
1976-01-01,0.12335,0.03182,0.04543,0.09849,0.05238
1981-01-01,0.13579,0.03764,0.05491,0.11105,0.06781
1986-01-01,0.12614,0.0364,0.0825,0.10641,0.09917
1991-01-01,0.14287,0.03501,0.05613,0.12159,0.06986
1996-01-01,0.16298,0.03593,0.05464,0.1352,0.06278
2001-01-01,0.1344,0.0337,0.05999,0.12216,0.08146
2006-01-01,0.08526,0.03136,0.02301,0.07542,0.04453
2011-01-01,0.06507,0.02805,0.03231,0.04633,0.04162
2016-01-01,0.05895,0.02991,0.02535,0.04336,0.03967
2021-01-01,0.04461,0.02848,0.01463,0.04097,0.03948
