,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,1.9562,0.12018,1.2647,1.90265,1.33134
1966-01-01,2.01414,0.1264,1.97897,1.7884,1.87962
1971-01-01,2.04837,0.15726,2.60752,1.75433,2.47073
1976-01-01,2.17478,0.11484,2.82473,1.65253,2.41732
1981-01-01,2.31934,0.12707,2.91751,1.62161,2.34685
1986-01-01,2.12106,0.13593,2.47481,1.52412,2.0138
1991-01-01,2.03415,0.15421,1.8854,1.47388,1.47934
1996-01-01,2.01615,0.15515,1.29081,1.50619,0.936
2001-01-01,1.77742,0.14249,1.40391,1.39115,1.16013
2006-01-01,2.24804,0.1471,1.08206,1.37392,0.35504
2011-01-01,2.15238,0.13313,1.88841,1.16663,1.03579
2016-01-01,2.16646,0.13804,2.34552,1.06846,1.38556
2021-01-01,2.00996,0.15799,2.11039,1.03349,1.29192
