,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,0.00032,0.0,0.0,0.00032
1966-01-01,0.0,0.00047,0.0,0.0,0.00047
1971-01-01,0.0,0.00029,0.0,0.0,0.00029
1976-01-01,0.0,0.00026,0.0,0.0,0.00026
1981-01-01,0.0,0.00032,0.0,0.0,0.00032
1986-01-01,0.0,0.00033,0.0,0.0,0.00033
1991-01-01,0.0,0.00037,0.0,0.0,0.00037
1996-01-01,0.0,0.00041,0.0,0.0,0.00041
2001-01-01,0.0,0.0004,0.0,0.0,0.0004
2006-01-01,0.0,0.00039,0.0,0.0,0.00039
2011-01-01,0.0,0.00055,0.0,0.0,0.00055
2016-01-01,0.0,0.00056,0.0,0.0,0.00056
2021-01-01,0.0,0.00157,0.0,0.0,0.00157
