,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.43387,0.11935,2.85691,5.35679,2.89918
1966-01-01,5.68264,0.16085,4.34424,5.34936,4.1718
1971-01-01,5.7377,0.15608,5.15107,5.03269,4.60214
1976-01-01,5.87866,0.13416,6.29538,4.68142,5.23231
1981-01-01,6.29843,0.14694,7.00361,4.54846,5.40058
1986-01-01,5.64549,0.15248,6.07474,4.01801,4.59975
1991-01-01,5.11491,0.17761,4.23136,3.56586,2.85992
1996-01-01,5.2152,0.19069,2.96663,3.63707,1.57919
2001-01-01,4.8493,0.2028,3.43797,3.36401,2.15548
2006-01-01,6.26711,0.21555,2.64572,3.12549,-0.28036
2011-01-01,6.38258,0.20583,4.87153,2.5463,1.24107
2016-01-01,6.60298,0.22133,6.21669,2.44671,2.28174
2021-01-01,6.94366,0.29851,6.17872,2.25936,1.79292
