,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.13329,0.04015,0.08898,0.07431,0.07016
1966-01-01,0.13374,0.05362,0.16921,0.08208,0.17116
1971-01-01,0.12165,0.04463,0.19522,0.06749,0.18568
1976-01-01,0.13613,0.03602,0.31256,0.07581,0.28826
1981-01-01,0.137,0.03776,0.25672,0.06809,0.22558
1986-01-01,0.15084,0.0332,0.19366,0.06381,0.13982
1991-01-01,0.15349,0.03497,0.15105,0.07965,0.11218
1996-01-01,0.12246,0.03537,0.08266,0.06761,0.06318
2001-01-01,0.11172,0.03227,0.09789,0.05852,0.07696
2006-01-01,0.11103,0.03134,0.06251,0.04611,0.02893
2011-01-01,0.09164,0.0258,0.11749,0.03376,0.08542
2016-01-01,0.0915,0.02936,0.13023,0.04274,0.11084
2021-01-01,0.06689,0.03256,0.10507,0.03821,0.10895
