,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.66832,0.00598,0.49629,0.70284,0.53679
1966-01-01,0.7048,0.00768,0.79357,0.67529,0.77173
1971-01-01,0.72904,0.00687,1.00578,0.64512,0.92872
1976-01-01,0.74164,0.00543,1.1777,0.57818,1.01968
1981-01-01,0.83141,0.00561,1.08105,0.57336,0.82861
1986-01-01,0.77938,0.0056,0.92423,0.52645,0.6769
1991-01-01,0.72155,0.00566,0.65386,0.52253,0.4605
1996-01-01,0.64833,0.00543,0.41774,0.49351,0.26835
2001-01-01,0.55059,0.005,0.42963,0.42542,0.30947
2006-01-01,0.58185,0.00481,0.3048,0.4157,0.14346
2011-01-01,0.67518,0.00462,0.58677,0.33961,0.25583
2016-01-01,0.58121,0.00467,0.65543,0.32279,0.40168
2021-01-01,0.69802,0.00528,0.77137,0.38473,0.46336
