,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.11502,0.04642,0.5093,1.85955,0.30026
1966-01-01,3.65195,0.05585,1.98202,1.89679,0.28271
1971-01-01,4.74224,0.04377,2.11811,2.06262,-0.51774
1976-01-01,4.56268,0.03179,3.5339,1.95133,0.95434
1981-01-01,5.35241,0.0312,4.82461,1.82124,1.32464
1986-01-01,5.64129,0.03024,5.58652,1.76431,1.73978
1991-01-01,5.88193,0.02645,5.38443,1.98202,1.51097
1996-01-01,6.41339,0.0246,6.08097,2.27631,1.9685
2001-01-01,5.63935,0.02171,5.46351,2.8695,2.71538
2006-01-01,6.87629,0.01937,4.86182,3.36735,1.37224
2011-01-01,5.89377,0.01694,5.61052,2.57098,2.30467
2016-01-01,8.15661,0.01681,9.2791,2.4809,3.62019
2021-01-01,6.78601,0.01715,10.61342,2.36158,6.20615
