,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.03042,0.02932,0.01849,0.02722,0.0446
1966-01-01,0.03196,0.0385,0.03397,0.02632,0.06683
1971-01-01,0.02772,0.03355,0.03437,0.02474,0.06494
1976-01-01,0.03048,0.02559,0.05487,0.02583,0.07581
1981-01-01,0.03138,0.02729,0.04027,0.02288,0.05907
1986-01-01,0.031,0.02677,0.03266,0.02257,0.051
1991-01-01,0.02477,0.02551,0.02153,0.02156,0.04383
1996-01-01,0.02171,0.02373,0.01325,0.01972,0.03498
2001-01-01,0.01941,0.02125,0.01508,0.0171,0.03402
2006-01-01,0.02297,0.01955,0.01186,0.0169,0.02534
2011-01-01,0.02268,0.01779,0.02147,0.01438,0.03097
2016-01-01,0.02018,0.01771,0.02455,0.0153,0.03738
2021-01-01,0.01584,0.01729,0.01999,0.01453,0.03596
