,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.03338,1.05274,3.03458,8.59613,6.65007
1966-01-01,6.19114,1.4912,4.49273,11.08188,10.87467
1971-01-01,6.3015,1.27411,5.2847,8.47975,8.73706
1976-01-01,6.09958,0.97252,6.31806,8.14618,9.33718
1981-01-01,7.06906,1.00121,7.41397,9.10888,10.455
1986-01-01,6.75784,0.98458,6.52306,8.3167,9.0665
1991-01-01,6.29519,1.00374,4.64805,8.35339,7.70999
1996-01-01,6.28449,0.97416,3.22434,8.56149,6.4755
2001-01-01,5.72448,0.96854,3.92788,7.71714,6.88908
2006-01-01,8.07102,0.92263,2.98152,7.1547,2.98783
2011-01-01,8.53736,0.88709,5.60732,6.4035,4.36055
2016-01-01,8.63928,0.91718,7.47326,6.11407,5.86522
2021-01-01,8.61449,0.88855,7.18415,6.14017,5.59837
