,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.00911,0.00075,0.00252,0.00711,0.00127
1966-01-01,0.01344,0.00134,0.00587,0.00986,0.00362
1971-01-01,0.04946,0.0013,0.02593,0.04036,0.01812
1976-01-01,0.06035,0.00126,0.02421,0.04869,0.01381
1981-01-01,0.07084,0.00148,0.03451,0.05919,0.02434
1986-01-01,0.06741,0.00147,0.04154,0.05499,0.03059
1991-01-01,0.07117,0.00147,0.03195,0.06031,0.02255
1996-01-01,0.0802,0.00154,0.03637,0.0647,0.0224
2001-01-01,0.0789,0.00139,0.02784,0.07075,0.02108
2006-01-01,0.07817,0.00127,0.01378,0.07039,0.00727
2011-01-01,0.06449,0.00109,0.02054,0.05152,0.00867
2016-01-01,0.0654,0.00109,0.01641,0.05399,0.00609
2021-01-01,0.09093,0.00097,0.03525,0.08558,0.03087
