,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.42805,0.05096,2.79891,6.54869,3.9705
1966-01-01,5.40663,0.07763,4.12371,6.08569,4.88039
1971-01-01,5.24596,0.18376,4.64079,4.81138,4.38997
1976-01-01,5.33071,0.17199,5.59255,4.11981,4.55364
1981-01-01,5.7125,0.21254,6.1439,4.07014,4.71408
1986-01-01,5.0063,0.30195,5.12491,3.20233,3.62289
1991-01-01,4.62308,0.39416,3.61187,2.88983,2.27278
1996-01-01,4.4296,0.42761,2.3222,2.76787,1.08807
2001-01-01,3.74372,0.44711,2.5211,2.61242,1.83691
2006-01-01,4.70078,0.5223,1.78704,2.27492,-0.11653
2011-01-01,4.50951,0.54181,3.09806,2.01305,1.14341
2016-01-01,4.41135,0.58207,3.827,1.63191,1.62963
2021-01-01,4.63757,0.58181,3.76353,1.40313,1.1109
