,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.04337,0.50818,3.88503,10.6293,6.97915
1966-01-01,8.1349,0.68262,5.89004,11.33692,9.77469
1971-01-01,9.06152,0.61238,7.04882,11.16969,9.76937
1976-01-01,9.04229,0.48047,8.79526,10.96987,11.20331
1981-01-01,9.90377,0.49195,10.40819,11.377,12.37336
1986-01-01,9.92522,0.48716,10.09122,10.96038,11.61354
1991-01-01,10.59888,0.48781,7.8605,11.56904,9.31846
1996-01-01,10.40596,0.47334,5.22666,12.04962,7.34365
2001-01-01,9.43978,0.43169,5.93606,15.0815,12.00947
2006-01-01,13.33403,0.4185,4.63347,16.3889,8.10684
2011-01-01,14.06235,0.37558,8.86288,14.39077,9.56688
2016-01-01,14.77802,0.38369,11.86727,17.08845,14.56139
2021-01-01,16.13902,0.40048,12.25821,19.7303,16.24998
