,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.02987,0.00112,0.00826,0.02331,0.00282
1966-01-01,0.04408,0.00199,0.01924,0.03234,0.00949
1971-01-01,0.04483,0.01378,0.02128,0.02845,0.01868
1976-01-01,0.06089,0.01085,0.02411,0.03852,0.01259
1981-01-01,0.07458,0.0123,0.03686,0.04447,0.01905
1986-01-01,0.06624,0.01131,0.04622,0.03859,0.02988
1991-01-01,0.07882,0.01153,0.03344,0.05148,0.01763
1996-01-01,0.08697,0.01158,0.03211,0.05554,0.01226
2001-01-01,0.081,0.0103,0.02982,0.06168,0.0208
2006-01-01,0.08251,0.00901,0.01154,0.06368,0.00173
2011-01-01,0.0754,0.00791,0.01897,0.04785,-0.00068
2016-01-01,0.07567,0.00787,0.01439,0.04792,-0.00549
2021-01-01,0.05911,0.00267,0.01741,0.0492,0.01018
