,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.01353,0.55351,2.90132,4.18642,3.62771
1966-01-01,5.02995,0.47849,4.9697,4.3096,4.72784
1971-01-01,5.11334,0.4307,5.43348,3.71703,4.46787
1976-01-01,6.53728,0.3256,7.775,3.95395,5.51727
1981-01-01,6.93261,0.33388,8.90635,3.98735,6.29498
1986-01-01,6.73683,0.34819,7.71003,3.8782,5.19958
1991-01-01,6.55928,0.35817,5.69358,3.88303,3.37551
1996-01-01,6.85233,0.3493,4.01585,3.90354,1.41636
2001-01-01,5.98064,0.3229,4.65808,3.98493,2.98527
2006-01-01,9.2413,0.31823,3.60623,4.68264,-0.6342
2011-01-01,10.06382,0.28435,6.7558,4.95787,1.93421
2016-01-01,9.62586,0.28608,8.6879,5.08257,4.43069
2021-01-01,9.67544,0.27378,8.14571,4.59582,3.33987
