,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.28686,0.05022,0.20484,0.2713,0.2395
1966-01-01,0.24717,0.05507,0.29918,0.20659,0.31367
1971-01-01,0.16704,0.05435,0.30352,0.13526,0.32608
1976-01-01,0.18686,0.04737,0.45349,0.13231,0.44631
1981-01-01,0.16378,0.05102,0.27437,0.11938,0.281
1986-01-01,0.19603,0.05571,0.25314,0.13504,0.24786
1991-01-01,0.17648,0.06194,0.19469,0.10308,0.18323
1996-01-01,0.1598,0.06165,0.10895,0.11272,0.12353
2001-01-01,0.05127,0.05243,0.10806,0.03254,0.14176
2006-01-01,0.10073,0.05507,0.07614,0.06567,0.09615
2011-01-01,0.06997,0.05004,0.12579,0.03792,0.14377
2016-01-01,0.0928,0.0518,0.1809,0.03102,0.17092
2021-01-01,0.05406,0.04883,0.09669,0.04226,0.13372
