id,name,lat,lon,obs_q
01013500,Fish River near Fort Kent; Maine,47.23739,-68.58264,01013500
01022500,Narraguagus River at Cherryfield; Maine,44.60797,-67.93524,01022500
01030500,Mattawamkeag River near Mattawamkeag; Maine,45.50097,-68.30596,01030500
01031500,Piscataquis River near Dover-Foxcroft; Maine,45.17501,-69.3147,01031500
01047000,Carrabassett River near North Anson; Maine,44.8692,-69.9551,01047000
01052500,Diamond River near Wentworth Location; NH,44.87739,-71.05749,01052500
01054200,Wild River at Gilead; Maine,44.39044,-70.97964,01054200
01055000,Swift River near Roxbury; Maine,44.64275,-70.58878,01055000
01057000,Little Androscoggin River near South Paris; Maine,44.30399,-70.53968,01057000
01073000,OYSTER RIVER NEAR DURHAM; NH,43.1487,-70.96506,01073000
01078000,SMITH RIVER NEAR BRISTOL; NH,43.56646,-71.74786,01078000
01118300,PENDLETON HILL BROOK NEAR CLARKS FALLS; CT.,41.47482,-71.83424,01118300
01121000,MOUNT HOPE RIVER NEAR WARRENVILLE; CT.,41.84371,-72.16897,01121000
01123000,LITTLE RIVER NEAR HANOVER; CT.,41.67177,-72.0523,01123000
01134500,MOOSE RIVER AT VICTORY; VT,44.51172,-71.83731,01134500
01137500,AMMONOOSUC RIVER AT BETHLEHEM JUNCTION; NH,44.26867,-71.63036,01137500
01139000,WELLS RIVER AT WELLS RIVER; VT,44.15034,-72.06509,01139000
01139800,EAST ORANGE BRANCH AT EAST ORANGE; VT,44.09284,-72.33565,01139800
01142500,AYERS BROOK AT RANDOLPH; VT,43.93451,-72.65788,01142500
01144000,WHITE RIVER AT WEST HARTFORD; VT,43.71424,-72.41815,01144000
01162500,PRIEST BROOK NEAR WINCHENDON; MA,42.68259,-72.11508,01162500
01169000,NORTH RIVER AT SHATTUCKVILLE; MA,42.63842,-72.72509,01169000
01170100,GREEN RIVER NEAR COLRAIN; MA,42.70342,-72.67065,01170100
01181000,WEST BRANCH WESTFIELD RIVER AT HUNTINGTON; MA,42.23731,-72.89565,01181000
01187300,HUBBARD RIVER NR. WEST HARTLAND; CT.,42.03732,-72.93899,01187300
01195100,INDIAN RIVER NEAR CLINTON; CT.,41.30593,-72.5312,01195100
01333000,GREEN RIVER AT WILLIAMSTOWN; MA,42.70897,-73.19677,01333000
01350000,SCHOHARIE CREEK AT PRATTSVILLE NY,42.31953,-74.43654,01350000
01350080,MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY,42.37703,-74.41292,01350080
01350140,MINE KILL NEAR NORTH BLENHEIM NY,42.42897,-74.47293,01350140
01365000,RONDOUT CREEK NEAR LOWES CORNERS NY,41.86648,-74.4871,01365000
01411300,TUCKAHOE RIVER AT HEAD OF RIVER NJ,39.30694,-74.82056,01411300
01413500,EAST BR DELAWARE R AT MARGARETVILLE NY,42.14481,-74.65349,01413500
01414500,MILL BROOK NEAR DUNRAVEN NY,42.1062,-74.73043,01414500
01415000,TREMPER KILL NEAR ANDES NY,42.12009,-74.81849,01415000
01423000,WEST BRANCH DELAWARE RIVER AT WALTON NY,42.1662,-75.13989,01423000
01434025,BISCUIT BK ABOVE PIGEON BK AT FROST VALLEY NY,41.99537,-74.50099,01434025
01435000,NEVERSINK RIVER NEAR CLARYVILLE NY,41.89009,-74.58988,01435000
01439500,Bush Kill at Shoemakers; PA,41.08815,-75.03767,01439500
01440000,FLAT BROOK NEAR FLATBROOKVILLE NJ,41.10667,-74.95222,01440000
01440400,Brodhead Creek near Analomink; PA,41.08481,-75.21462,01440400
01451800,Jordan Creek near Schnecksville; PA,40.66176,-75.62685,01451800
01466500,MCDONALDS BRANCH IN LEBANON STATE FOREST NJ,39.885,-74.50528,01466500
01484100,BEAVERDAM BRANCH AT HOUSTON; DE,38.90578,-75.51275,01484100
01485500,NASSAWANGO CREEK NEAR SNOW HILL; MD,38.22892,-75.47144,01485500
01486000,MANOKIN BRANCH NEAR PRINCESS ANNE; MD,38.21389,-75.67139,01486000
01487000,NANTICOKE RIVER NEAR BRIDGEVILLE; DE,38.72833,-75.56186,01487000
01491000,CHOPTANK RIVER NEAR GREENSBORO; MD,38.99719,-75.78581,01491000
01510000,OTSELIC RIVER AT CINCINNATUS NY,42.54118,-75.89964,01510000
01516500,Corey Creek near Mainesburg; PA,41.79091,-77.01469,01516500
01518862,Cowanesque River at Westfield; PA,41.92313,-77.53193,01518862
01532000,Towanda Creek near Monroeton; PA,41.70702,-76.48467,01532000
01539000,Fishing Creek near Bloomsburg; PA,41.07814,-76.43106,01539000
01542810,Waldy Run near Emporium; PA,41.57895,-78.29251,01542810
01543000,Driftwood Br Sinnemahoning Cr at Sterling Run; PA,41.4134,-78.19695,01543000
01543500,Sinnemahoning Creek at Sinnemahoning; PA,41.31728,-78.10306,01543500
01544500,Kettle Creek at Cross Fork; PA,41.4759,-77.82582,01544500
01545600,Young Womans Creek near Renovo; PA,41.38951,-77.69082,01545600
01547700,Marsh Creek at Blanchard; PA,41.05951,-77.60583,01547700
01548500,Pine Creek at Cedar Run; PA,41.52174,-77.44748,01548500
01549500,Blockhouse Creek near English Center; PA,41.47368,-77.23081,01549500
01550000,Lycoming Creek near Trout Run; PA,41.41841,-77.03275,01550000
01552000,Loyalsock Creek at Loyalsockville; PA,41.32508,-76.91246,01552000
01552500,Muncy Creek near Sonestown; PA,41.35702,-76.53467,01552500
01557500,Bald Eagle Creek at Tyrone; PA,40.68367,-78.23362,01557500
01567500,Bixler Run near Loysville; PA,40.37092,-77.40221,01567500
01568000,Sherman Creek at Shermans Dale; PA,40.32342,-77.16887,01568000
01580000,DEER CREEK AT ROCKS; MD,39.62997,-76.40331,01580000
01583500,WESTERN RUN AT WESTERN RUN; MD,39.51078,-76.6765,01583500
01586610,MORGAN RUN NEAR LOUISVILLE; MD,39.45189,-76.95531,01586610
01591400,CATTAIL CREEK NEAR GLENWOOD; MD,39.25597,-77.05106,01591400
01594950,MCMILLAN F NEAR FORT PENDLETON; MD,39.27669,-79.39031,01594950
01596500,SAVAGE RIVER NEAR BARTON; MD,39.57006,-79.10194,01596500
01605500,SOUTH BRANCH POTOMAC RIVER AT FRANKLIN; WV,38.63567,-79.33782,01605500
01606500,SO. BRANCH POTOMAC RIVER NR PETERSBURG; WV,38.99122,-79.17587,01606500
01613050,Tonoloway Creek near Needmore; PA,39.89842,-78.13223,01613050
01620500,NORTH RIVER NEAR STOKESVILLE; VA,38.33763,-79.24004,01620500
01632000,N F SHENANDOAH RIVER AT COOTES STORE; VA,38.63706,-78.8528,01632000
01632900,SMITH CREEK NEAR NEW MARKET; VA,38.69345,-78.64279,01632900
01634500,CEDAR CREEK NEAR WINCHESTER; VA,39.08122,-78.32945,01634500
01638480,CATOCTIN CREEK AT TAYLORSTOWN; VA,39.25455,-77.57638,01638480
01639500,BIG PIPE CREEK AT BRUCEVILLE; MD,39.61236,-77.23744,01639500
01644000,GOOSE CREEK NEAR LEESBURG; VA,39.01955,-77.57749,01644000
01658500,S F QUANTICO CREEK NEAR INDEPENDENT HILL; VA,38.58734,-77.4286,01658500
01664000,RAPPAHANNOCK RIVER AT REMINGTON; VA,38.53068,-77.8136,01664000
01666500,ROBINSON RIVER NEAR LOCUST DALE; VA,38.32513,-78.09556,01666500
01667500,RAPIDAN RIVER NEAR CULPEPER; VA,38.35041,-77.975,01667500
01669000,PISCATAWAY CREEK NEAR TAPPAHANNOCK; VA,37.87708,-76.90052,01669000
01669520,DRAGON SWAMP AT MASCOT; VA,37.63375,-76.69635,01669520
02011400,JACKSON RIVER NEAR BACOVA; VA,38.04235,-79.88144,02011400
02011460,BACK CREEK NEAR SUNRISE; VA,38.2454,-79.76866,02011460
02013000,DUNLAP CREEK NEAR COVINGTON; VA,37.8029,-80.047,02013000
02014000,POTTS CREEK NEAR COVINGTON; VA,37.72901,-80.04228,02014000
02015700,BULLPASTURE RIVER AT WILLIAMSVILLE; VA,38.1954,-79.57032,02015700
02016000,COWPASTURE RIVER NEAR CLIFTON FORGE; VA,37.7918,-79.75949,02016000
02017500,JOHNS CREEK AT NEW CASTLE; VA,37.50624,-80.10671,02017500
02018000,CRAIG CREEK AT PARR; VA,37.66596,-79.91144,02018000
02027000,TYE RIVER NEAR LOVINGSTON; VA,37.71542,-78.98169,02027000
02027500,PINEY RIVER AT PINEY RIVER; VA,37.70236,-79.02752,02027500
02028500,ROCKFISH RIVER NEAR GREENFIELD; VA,37.86959,-78.82335,02028500
02038850,HOLIDAY CREEK NEAR ANDERSONVILLE; VA,37.41542,-78.63584,02038850
02046000,STONY CREEK NEAR DINWIDDIE; VA,37.06709,-77.60249,02046000
02051000,NORTH MEHERRIN RIVER NEAR LUNENBURG; VA,36.99737,-78.34972,02051000
02051500,MEHERRIN RIVER NEAR LAWRENCEVILLE; VA,36.71681,-77.83166,02051500
02053200,POTECASI CREEK NEAR UNION; NC,36.37083,-77.02556,02053200
02053800,S F ROANOKE RIVER NEAR SHAWSVILLE; VA,37.14013,-80.26643,02053800
02055100,TINKER CREEK NEAR DALEVILLE; VA,37.41763,-79.93532,02055100
02056900,BLACKWATER RIVER NEAR ROCKY MOUNT; VA,37.04514,-79.8442,02056900
02059500,GOOSE CREEK NEAR HUDDLESTON; VA,37.1732,-79.52031,02059500
02064000,FALLING RIVER NEAR NARUNA; VA,37.12681,-78.95974,02064000
02065500,CUB CREEK AT PHENIX; VA,37.07931,-78.76362,02065500
02069700,SOUTH MAYO RIVER NEAR NETTLERIDGE; VA,36.57097,-80.12949,02069700
02070000,NORTH MAYO RIVER NEAR SPENCER; VA,36.56819,-79.98726,02070000
02074500,SANDY RIVER NEAR DANVILLE; VA,36.61958,-79.50419,02074500
02077200,HYCO CREEK NEAR LEASBURG; NC,36.39778,-79.19667,02077200
02081500,TAR RIVER NEAR TAR RIVER; NC,36.19417,-78.58306,02081500
02082950,LITTLE FISHING CREEK NEAR WHITE OAK; NC,36.18333,-77.87611,02082950
02092500,TRENT RIVER NEAR TRENTON; NC,35.06417,-77.46139,02092500
02096846,CANE CREEK NEAR ORANGE GROVE; NC,35.98722,-79.20611,02096846
02102908,FLAT CREEK NEAR INVERNESS; NC,35.18278,-79.1775,02102908
02108000,NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN; NC,34.82889,-77.83222,02108000
02111180,ELK CREEK AT ELKVILLE; NC,36.07139,-81.40306,02111180
02111500,REDDIES RIVER AT NORTH WILKESBORO; NC,36.175,-81.16889,02111500
02112120,ROARING RIVER NEAR ROARING RIVER; NC,36.25028,-81.04444,02112120
02112360,MITCHELL RIVER NEAR STATE ROAD; NC,36.31139,-80.80722,02112360
02118500,HUNTING CREEK NEAR HARMONY; NC,36.00056,-80.74556,02118500
02125000,BIG BEAR CR NR RICHFIELD; NC,35.33472,-80.33556,02125000
02128000,LITTLE RIVER NEAR STAR; NC,35.38722,-79.83139,02128000
02137727,CATAWBA R NR PLEASANT GARDENS; NC,35.68583,-82.06028,02137727
02140991,JOHNS RIVER AT ARNEYS STORE; NC,35.83361,-81.71194,02140991
02143000,HENRY FORK NEAR HENRY RIVER; NC,35.68444,-81.40333,02143000
02143040,JACOB FORK AT RAMSEY; NC,35.59069,-81.56704,02143040
02149000,COVE CREEK NEAR LAKE LURE; NC,35.42345,-82.1115,02149000
02152100,FIRST BROAD RIVER NEAR CASAR; NC,35.49306,-81.68222,02152100
02177000,CHATTOOGA RIVER NEAR CLAYTON; GA,34.81398,-83.30599,02177000
02178400,TALLULAH RIVER NEAR CLAYTON; GA,34.89037,-83.53044,02178400
02193340,KETTLE CREEK NEAR WASHINGTON; GA,33.68263,-82.85792,02193340
02196000,STEVENS CREEK NEAR MODOC; SC,33.7293,-82.18179,02196000
02198100,BEAVERDAM CREEK NEAR SARDIS; GA,32.93766,-81.81539,02198100
02202600,BLACK CREEK NEAR BLITCHTON; GA,32.16798,-81.48817,02202600
02212600,FALLING CREEK NEAR JULIETTE; GA,33.09985,-83.72351,02212600
02215100,TUCSAWHATCHEE CREEK NEAR HAWKINSVILLE; GA,32.23944,-83.50167,02215100
02216180,TURNPIKE CREEK NEAR MCRAE; GA,31.99139,-82.92194,02216180
02221525,MURDER CREEK BELOW EATONTON; GA,33.25236,-83.48128,02221525
02231000,ST. MARYS RIVER NR MACCLENNY; FLA.,30.35885,-82.0815,02231000
02231342,FT DRUM CREEK AT SUNSHINE ST PKY NEAR FT DRUM; FL,27.56865,-80.79617,02231342
02235200,BLACKWATER CREEK NEAR CASSIA; FL,28.87453,-81.48938,02235200
02245500,SOUTH FORK BLACK CREEK NR PENNEY FARMS; FLA.,29.97941,-81.85204,02245500
02246000,NORTH FORK BLACK CREEK NR MIDDLEBURG; FLA.,30.1133,-81.90649,02246000
02296500,CHARLIE CREEK NEAR GARDNER FL,27.37504,-81.79647,02296500
02297155,HORSE CREEK NEAR MYAKKA HEAD FL,27.48726,-82.02342,02297155
02297310,HORSE CREEK NEAR ARCADIA FL,27.19949,-81.98842,02297310
02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,27.052,-81.78453,02298123
02298608,MYAKKA RIVER AT MYAKKA CITY FL,27.34366,-82.15676,02298608
02299950,MANATEE RIVER NEAR MYAKKA HEAD FL,27.47365,-82.2112,02299950
02300700,BULLFROG CREEK NEAR WIMAUMA FL,27.79197,-82.35204,02300700
02310947,WITHLACOOCHEE RIVER NEAR CUMPRESSCO; FLA.,28.31195,-82.05591,02310947
02312200,LITTLE WITHLACOOCHEE RIVER AT RERDELL; FLA.,28.57277,-82.15536,02312200
02314500,SUWANNEE RIVER AT US 441; AT FARGO; GA,30.68056,-82.56056,02314500
02315500,SUWANNEE RIVER AT WHITE SPRINGS; FLA.,30.32578,-82.73818,02315500
02324400,FENHOLLOWAY RIVER NEAR FOLEY; FLA.,30.09827,-83.47181,02324400
02327100,SOPCHOPPY RIVER NR SOPCHOPPY; FLA.,30.12937,-84.49435,02327100
02342933,SOUTH FORK COWIKEE CREEK NEAR BATESVILLE AL,32.01766,-85.29577,02342933
02349900,TURKEY CREEK AT BYROMVILLE; GA,32.19556,-83.90222,02349900
02350900,KINCHAFOONEE CREEK NEAR DAWSON; GA,31.76444,-84.25333,02350900
02361000,CHOCTAWHATCHEE RIVER NEAR NEWTON; AL.,31.34295,-85.61049,02361000
02363000,PEA RIVER NEAR ARITON AL,31.59489,-85.783,02363000
02369800,BLACKWATER RIVER NEAR BRADLEY AL,31.02768,-86.70996,02369800
02371500,CONECUH RIVER AT BRANTLEY AL,31.5735,-86.25162,02371500
02372250,PATSALIGA CREEK NEAR BRANTLEY AL,31.59627,-86.40552,02372250
02374500,MURDER CREEK NEAR EVERGREEN AL,31.4185,-86.98664,02374500
02381600,FAUSETT CREEK NEAR TALKING ROCK; GA,34.57037,-84.46882,02381600
02384540,MILL CREEK NEAR CRANDALL; GA,34.87202,-84.72133,02384540
02395120,TWO RUN CREEK NEAR KINGSTON; GA,34.24278,-84.88972,02395120
02408540,HATCHET CREEK BELOW ROCKFORD AL,32.91679,-86.27025,02408540
02415000,HILLABEE CREEK NEAR HACKNEYVILLE AL,33.06679,-85.87913,02415000
02422500,MULBERRY CREEK AT JONES AL,32.58291,-86.9036,02422500
02427250,PINE BARREN CREEK NEAR SNOW HILL; AL.,31.99626,-87.06832,02427250
02430085,RED BUD CREEK NR MOORES MILL; MS,34.46667,-88.28361,02430085
02430615,MUD CREEK NR FAIRVIEW; MS,34.3925,-88.355,02430615
02450250,SIPSEY FORK NEAR GRAYSON AL,34.28538,-87.39891,02450250
02464000,NORTH RIVER NEAR SAMANTHA AL,33.47928,-87.59723,02464000
02464146,TURKEY CREEK NEAR TUSCALOOSA,33.41345,-87.51056,02464146
02464360,BINION CREEK BELOW GIN CREEK NEAR SAMANTHA AL,33.42484,-87.64251,02464360
02465493,ELLIOTTS CREEK AT MOUNDVILLE AL,32.99735,-87.62223,02465493
02469800,SATILPA CREEK NEAR COFFEEVILLE AL,31.74432,-88.02251,02469800
02472000,LEAF RIVER NR COLLINS; MS,31.70694,-89.40694,02472000
02472500,BOUIE CREEK NR HATTIESBURG; MS,31.42583,-89.41472,02472500
02479155,CYPRESS CREEK NR JANICE; MS,31.02528,-89.01667,02479155
02479300,RED CREEK AT VESTRY; MS,30.73611,-88.78111,02479300
02479560,ESCATAWPA RIVER NEAR AGRICOLA MS,30.80908,-88.45863,02479560
02481000,BILOXI RIVER AT WORTHAM; MS,30.55861,-89.12194,02481000
