,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.20584,0.04287,0.1472,0.19481,0.17904
1966-01-01,0.17648,0.04709,0.21451,0.14747,0.23258
1971-01-01,0.11716,0.04636,0.21521,0.09471,0.23912
1976-01-01,0.13125,0.04042,0.32581,0.09272,0.3277
1981-01-01,0.11371,0.04353,0.19317,0.08328,0.20627
1986-01-01,0.13816,0.04753,0.17901,0.09516,0.18354
1991-01-01,0.12398,0.05284,0.13767,0.07175,0.13827
1996-01-01,0.11159,0.05259,0.07618,0.07866,0.09584
2001-01-01,0.03222,0.04471,0.07521,0.01978,0.10749
2006-01-01,0.06735,0.04697,0.05267,0.04422,0.07651
2011-01-01,0.04488,0.04268,0.08666,0.02428,0.10875
2016-01-01,0.06171,0.04419,0.12589,0.01949,0.12786
2021-01-01,0.06163,0.05463,0.11874,0.05115,0.16288
