,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.49852,0.23328,4.11235,11.02076,6.86786
1966-01-01,8.61024,0.31324,6.23107,11.75697,9.69104
1971-01-01,9.56242,0.28105,7.45835,11.58337,9.76035
1976-01-01,9.51602,0.22049,9.30411,11.40023,11.40881
1981-01-01,10.41776,0.22573,10.97855,11.83512,12.62163
1986-01-01,10.37054,0.22359,10.60668,11.34559,11.80532
1991-01-01,11.08213,0.22365,8.26423,12.03269,9.43845
1996-01-01,10.8802,0.21697,5.49068,12.55556,7.38302
2001-01-01,9.87703,0.19791,6.23388,15.64735,12.20211
2006-01-01,13.98701,0.19177,4.88467,17.02993,8.11936
2011-01-01,14.78728,0.17206,9.36323,14.96738,9.7154
2016-01-01,15.44228,0.17569,12.44976,17.66988,14.85305
2021-01-01,16.9223,0.19979,12.90467,20.39443,16.57659
