,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.16887,0.23499,0.10654,0.13563,0.30828
1966-01-01,0.15179,0.28631,0.18836,0.1187,0.44157
1971-01-01,0.11677,0.27578,0.19935,0.08367,0.44203
1976-01-01,0.14271,0.13976,0.3197,0.08302,0.39977
1981-01-01,0.13395,0.94187,0.23482,0.06123,1.10397
1986-01-01,0.16993,0.85139,0.22644,0.07444,0.98234
1991-01-01,0.11626,0.86039,0.16344,0.04453,0.95211
1996-01-01,0.12646,0.8221,0.08862,0.06097,0.84524
2001-01-01,0.12307,0.76053,0.10458,0.06328,0.80531
2006-01-01,0.12757,0.70716,0.0685,0.04932,0.69741
2011-01-01,0.09764,0.6806,0.10404,0.04022,0.72722
2016-01-01,0.09975,0.68609,0.13046,0.03113,0.74794
2021-01-01,0.1638,0.80169,0.22302,0.05843,0.91935
