,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,7.95352,0.42797,3.90391,10.28369,6.66205
1966-01-01,8.15279,0.57791,5.91094,10.92146,9.25751
1971-01-01,9.06858,0.52124,7.09788,10.79839,9.34893
1976-01-01,9.06896,0.40968,8.83966,10.63231,10.81268
1981-01-01,9.92688,0.42126,10.42476,11.04141,11.96055
1986-01-01,9.93068,0.41808,10.07605,10.52269,11.08614
1991-01-01,10.58462,0.42135,7.81979,11.03383,8.69035
1996-01-01,10.38578,0.40945,5.20212,11.43073,6.65652
2001-01-01,9.35532,0.37657,5.89784,14.26791,11.187
2006-01-01,13.27071,0.36483,4.60031,15.58376,7.27819
2011-01-01,14.01742,0.33067,8.79896,13.68866,8.80087
2016-01-01,14.74184,0.33844,11.78982,16.16953,13.55595
2021-01-01,16.04489,0.35129,12.10597,18.7439,15.15627
