,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.03089,0.03829,0.01887,0.02084,0.04711
1966-01-01,0.02703,0.04957,0.03435,0.01842,0.07532
1971-01-01,0.01999,0.04124,0.02666,0.01349,0.0614
1976-01-01,0.02653,0.03091,0.04892,0.01531,0.06862
1981-01-01,0.02781,0.0322,0.0457,0.01405,0.06413
1986-01-01,0.02727,0.03068,0.03427,0.01246,0.05013
1991-01-01,0.02395,0.02918,0.02131,0.01232,0.03885
1996-01-01,0.02024,0.02719,0.0129,0.01031,0.03016
2001-01-01,0.01802,0.02307,0.01485,0.00904,0.02894
2006-01-01,0.01921,0.02086,0.01126,0.00696,0.01987
2011-01-01,0.01495,0.01887,0.01939,0.00478,0.02808
2016-01-01,0.01284,0.01855,0.01863,0.00574,0.03008
2021-01-01,0.00732,0.02077,0.01038,0.00461,0.02843
