,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.46766,1.87484,3.8999,6.54143,5.84851
1966-01-01,7.45065,2.96973,6.10275,6.89464,8.51647
1971-01-01,7.5794,2.86195,7.27191,6.58686,9.14131
1976-01-01,6.9069,0.79423,7.308,5.73635,6.93168
1981-01-01,7.41777,0.92505,8.09226,5.72455,7.32409
1986-01-01,6.84241,1.0333,7.21808,5.40762,6.81658
1991-01-01,6.7157,1.21354,5.33771,5.27116,5.10671
1996-01-01,6.35783,1.27462,3.4714,5.15606,3.54424
2001-01-01,5.79283,1.29633,3.9647,4.65856,4.12676
2006-01-01,7.82638,1.36179,3.0379,4.44612,1.01944
2011-01-01,7.4035,1.34055,5.22171,3.61925,2.77802
2016-01-01,7.74221,1.42328,6.79291,3.24745,3.72144
2021-01-01,7.50306,1.69619,6.14031,2.72733,3.06078
