,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,7.71783,0.01977,4.34509,8.00914,4.65616
1966-01-01,8.1413,0.02527,6.63922,8.04786,6.57104
1971-01-01,8.82326,0.02316,7.97733,8.21003,7.38725
1976-01-01,9.37348,0.02012,9.94929,8.45325,9.04917
1981-01-01,9.29109,0.02136,10.35873,8.63839,9.72739
1986-01-01,8.62101,0.02071,9.1258,7.4769,8.00241
1991-01-01,8.35253,0.02187,6.92264,7.53618,6.12815
1996-01-01,7.9796,0.02092,4.52296,7.97544,4.53972
2001-01-01,7.35588,0.01951,5.16024,8.14905,5.97291
2006-01-01,9.12352,0.01884,3.95141,8.39704,3.24377
2011-01-01,8.93176,0.01746,7.02623,7.39361,5.50554
2016-01-01,9.17027,0.0179,8.9058,7.67037,7.4238
2021-01-01,8.78053,0.01834,8.19841,7.23358,6.6698
